wavelength_um,global_tilt_um,direct_normal_um
3.235,7.2940000000000005,7.3625
3.24,3.7464,3.7816
3.245,0.7340899999999999,0.7409600000000001
3.25,2.6067,2.6308
3.255,9.9378,10.029
3.26,1.2248,1.236
3.265,2.4465,2.4686
3.27,1.2186000000000001,1.2291999999999998
3.275,5.926500000000001,5.9758
3.28,2.8644,2.8890000000000002
3.285,11.128,11.223
3.29,8.7571,8.831
3.295,1.2233999999999998,1.2336999999999998
3.3,1.7794,1.7944
3.305,3.9415999999999998,3.9746
3.31,3.9234999999999998,3.9565
3.315,0.016132999999999998,0.016269
3.32,0.059987,0.060496
3.325,3.5187,3.5486
3.33,4.6616,4.7014
3.335,9.0694,9.147
3.34,3.4602,3.4903
3.345,3.5408000000000004,3.5722
3.35,8.027700000000001,8.0998
3.355,3.6308,3.6641999999999997
3.36,5.240200000000001,5.2892
3.365,7.1907000000000005,7.2591
3.37,3.9389000000000003,3.9769999999999994
3.375,8.456,8.538799999999998
3.38,5.1114999999999995,5.1624
3.385,7.4896,7.5649999999999995
3.39,9.8552,9.955200000000001
3.395,9.5465,9.6446
3.4,12.508999999999999,12.638
3.405,4.4594,4.5061
3.41,7.0802,7.1547
3.415,7.2774,7.3543
3.42,13.165,13.305000000000001
3.425,10.005999999999998,10.112
3.43,8.6892,8.781
3.435,11.553,11.673
3.44,8.0348,8.1181
3.445,11.318,11.434
3.45,11.153,11.267
3.455,8.3089,8.3938
3.46,12.53,12.657
3.465,9.8179,9.9163
3.47,12.264000000000001,12.386
3.475,10.943,11.051
3.48,11.224,11.334999999999999
3.485,12.094000000000001,12.212
3.49,10.418999999999999,10.52
3.495,12.265,12.383
3.5,11.917,12.032
3.505,11.809,11.923
3.51,11.963,12.077
3.515,11.494000000000002,11.598
3.52,12.122000000000002,12.226
3.525,11.428,11.523
3.53,11.126999999999999,11.216999999999999
3.535,9.4556,9.5305
3.54,9.031,9.1011
3.545,9.5432,9.6154
3.55,10.538,10.616
3.555,9.0581,9.124500000000001
3.56,10.795,10.872
3.565,10.850999999999999,10.928
3.57,8.3376,8.395100000000001
3.575,8.6444,8.7028
3.58,10.187,10.255
3.585,9.1671,9.228200000000001
3.59,9.452300000000001,9.5145
3.595,9.67,9.732899999999999
3.6,10.262,10.328000000000001
3.605,10.359,10.425
3.61,9.4787,9.5385
3.615,9.4726,9.5318
3.62,11.613999999999999,11.686
3.625,10.238999999999999,10.302
3.63,9.955,10.016
3.635,10.299000000000001,10.362
3.64,11.48,11.549
3.645,10.599,10.663
3.65,10.123,10.183
3.655,10.978,11.042
3.66,10.914,10.978
3.665,10.253,10.312999999999999
3.67,7.9003000000000005,7.9464
3.675,4.8286,4.8568999999999996
3.68,8.3312,8.3789
3.685,9.438,9.4906
3.69,9.6922,9.745800000000001
3.695,10.132,10.187999999999999
3.7,10.878,10.937000000000001
3.705,10.77,10.827
3.71,9.364,9.413
3.715,9.2254,9.2731
3.72,10.376,10.429
3.725,10.697999999999999,10.751
3.73,9.2707,9.316899999999999
3.735,8.5837,8.626
3.74,8.849400000000001,8.8923
3.745,10.331,10.38
3.75,9.2903,9.3341
3.755,8.9918,9.0336
3.76,8.863299999999999,8.9041
3.765,8.5502,8.5891
3.77,9.1243,9.1649
3.775,9.052100000000001,9.091800000000001
3.78,9.5746,9.6158
3.785,8.8123,8.8498
3.79,7.7564,7.7891
3.795,8.869200000000001,8.9056
3.8,9.8592,9.8988
3.805,9.3049,9.3414
3.81,8.2451,8.2771
3.815,7.7569,7.7867
3.82,9.655000000000001,9.6908
3.825,9.5056,9.5402
3.83,9.592500000000001,9.6268
3.835,7.6916,7.719
3.84,8.9756,9.0066
3.845,8.780100000000001,8.8097
3.85,8.827399999999999,8.8569
3.855,8.5085,8.5365
3.86,7.994,8.0197
3.865,8.098899999999999,8.1248
3.87,7.360399999999999,7.3839
3.875,6.762,6.7832
3.88,6.534,6.5543
3.885,6.7717,6.7926
3.89,6.8818,6.9028
3.895,7.476,7.4983
3.9,7.925400000000001,7.9487
3.905,7.926900000000001,7.95
3.91,7.1353,7.156
3.915,6.9868,7.007000000000001
3.92,6.9466,6.9665
3.925,6.851999999999999,6.8713999999999995
3.93,7.0502,7.0699
3.935,7.3541,7.3743
3.94,7.4027,7.4228000000000005
3.945,7.5412,7.5613
3.95,7.6277,7.6475
3.955,7.7199,7.7399000000000004
3.96,7.748200000000001,7.7679
3.965,7.8057,7.8253
3.97,7.6806,7.6997
3.975,7.5097000000000005,7.528
3.98,7.3872,7.4049
3.985,7.4327000000000005,7.4503
3.99,7.3723,7.3894
3.995,7.21,7.2263
4.0,7.1043,7.1199
